PRODUCT_ID,PRODUCT_NAME,PRODUCT_DESCRIPTION,BRAND_NAME,PRODUCT_SIZES,PRICE,MRP,DISCOUNT_NAME,CATEGORY_NAME,SOURCE,STG_LOAD_TS
FR001,Cologne Fragrance,ekw eau de cologne 400 ml,4711,Small,3900,3120,50% off,Footwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW1,DRW1 - Westernwear-Women,womens v- neck short dress - yellow,109f,"Size:Medium,Small,X-Large,XX-Large",1899,569,70% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW2,DRW2 - Westernwear-Women,womens round neck solid top - black,109f,"Size:Large,Medium,Small,X-Large",1499,599,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW3,DRW3 - Westernwear-Women,womens round neck stripe shift dress - red,109f,"Size:Medium,Small",1599,639,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW4,DRW4 - Westernwear-Women,womens round neck solid high low top - black,109f,"Size:Large,Medium,Small,X-Large",1199,479,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW5,DRW5 - Westernwear-Women,womens v-neck solid top - black,109f,"Size:Large,Medium,Small,X-Small",1199,479,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW6,DRW6 - Westernwear-Women,womens off shoulder neck checked top - navy,109f,"Size:Small,X-Large",1299,519,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW7,DRW7 - Westernwear-Women,womens v neck checked top - black,109f,"Size:Large,Medium,Small",1499,599,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW8,DRW8 - Westernwear-Women,womens round neck solid shift dress - black,109f,Size:Medium,1799,719,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW9,DRW9 - Westernwear-Women,womens round neck solid top - black,109f,"Size:Large,Medium,X-Large,XX-Large",999,399,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW10,DRW10 - Westernwear-Women,womens spaghetti neck printed top - natural,109f,"Size:Large,Medium,Small,X-Large,XX-Large",1299,519,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW11,DRW11 - Westernwear-Women,womens round neck embroidered top - black,109f,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",2499,999,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW12,DRW12 - Westernwear-Women,womens mandarin collar solid eyelet skater dress - green,109f,"Size:X-Large,XX-Large",3499,1399,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW13,DRW13 - Westernwear-Women,womens off shoulder solid shift dress - blue,109f,"Size:Small,X-Small",1799,539,70% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW14,DRW14 - Westernwear-Women,womens round neck embroidered top - cream,109f,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",1999,799,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW15,DRW15 - Westernwear-Women,womens 2 pocket solid pants - navy,109f,"Size:Small,X-Small",1899,759,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW16,DRW16 - Westernwear-Women,womens ruffled collar self printed top - natural,109f,"Size:Large,Medium,Small,X-Large,XX-Large",1499,599,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW17,DRW17 - Westernwear-Women,womens round neck solid top - birch,109f,Size:X-Small,1199,479,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW18,DRW18 - Westernwear-Women,womens round neck solid knee length dress - black,109f,Size:X-Small,1999,799,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW19,DRW19 - Westernwear-Women,womens scoop neck lace top - dark brown,109f,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1799,719,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW20,DRW20 - Westernwear-Women,printed polyester cowl neck womens dress - multi,109f,"Size:Large,Medium,X-Large",2419,2199,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW21,DRW21 - Westernwear-Women,printed rayon round neck womens top - print,109f,"Size:Large,Medium,Small,X-Large,XX-Large",1869,1699,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW22,DRW22 - Westernwear-Women,womens round neck textured maxi dress - black,109f,"Size:Large,Small",2899,1159,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW23,DRW23 - Westernwear-Women,solid polyester halter neck womens top - olive,109f,"Size:Large,Medium,X-Large,XX-Large",1649,1499,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW24,DRW24 - Westernwear-Women,womens tie up neck embroidered top - black,109f,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",1979,1799,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW25,DRW25 - Westernwear-Women,womens 2 pocket solid trousers - green,109f,Size:X-Small,1499,599,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW26,DRW26 - Westernwear-Women,womens off shoulder neck embroidered top - blue,109f,"Size:Large,Medium,Small,X-Large,XX-Large",1499,599,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW27,DRW27 - Westernwear-Women,womens peter pan collar solid a-line dress - black,109f,Size:Small,2399,959,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW28,DRW28 - Westernwear-Women,womens embroidered casual skirt - grey,109f,"Size:Small,XX-Large",2499,999,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW29,DRW29 - Westernwear-Women,womens open front neck slub long shrug - grey,109f,Size:Small,1799,719,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW30,DRW30 - Westernwear-Women,womens mandarin collar striped long shirt - lime green,109f,Size:Small,1599,639,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW31,DRW31 - Westernwear-Women,stripes shirt collar rayon womens casual shirt - off white,109f,"Size:Large,Medium,Small,XX-Large",1759,1599,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW32,DRW32 - Westernwear-Women,womens cold shoulder sleeves self pattern top - birch,109f,"Size:Large,Small,X-Large,XX-Large",2299,919,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW33,DRW33 - Westernwear-Women,womens strappy neck printed maxi dress - black,109f,"Size:Small,X-Small",2499,999,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW34,DRW34 - Westernwear-Women,printed polyester round neck womens sweatshirt - maroon,109f,"Size:Large,Medium,X-Large,XX-Large",2749,2499,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW35,DRW35 - Westernwear-Women,womens mandarin neck solid knee length dress - black,109f,"Size:Large,Medium,X-Large",2499,999,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW36,DRW36 - Westernwear-Women,womens round neck floral print tunic - yellow,109f,Size:Medium,1799,719,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW37,DRW37 - Westernwear-Women,womens off shoulder stripe embroidered top - red,109f,"Size:Large,Medium,Small",999,399,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW38,DRW38 - Westernwear-Women,womens 5 pocket solid pants - navy,109f,"Size:Large,Medium,Small,X-Large,X-Small",2899,1159,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW39,DRW39 - Westernwear-Women,womens round neck solid jumpsuit - dark brown,109f,Size:Large,1999,799,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW40,DRW40 - Westernwear-Women,womens one shoulder printed top - multi,109f,"Size:Small,X-Large,X-Small",1429,1299,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW41,DRW41 - Westernwear-Women,womens round neck textured top - green,109f,Size:XX-Large,999,399,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW42,DRW42 - Westernwear-Women,womens collared stripe top - black,109f,"Size:Large,Medium,Small,X-Small",1199,479,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW43,DRW43 - Westernwear-Women,womens off shoulder embroidered top - cream,109f,"Size:Large,Medium,Small,X-Large,XX-Large",1699,679,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW44,DRW44 - Westernwear-Women,womens floral print empire waist dress - grey,109f,"Size:Medium,Small",2199,879,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW45,DRW45 - Westernwear-Women,womens round neck slub top - grey,109f,"Size:X-Large,X-Small",1499,599,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW46,DRW46 - Westernwear-Women,womens round neck lace top - pink,109f,Size:X-Large,1799,719,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW47,DRW47 - Westernwear-Women,womens round neck solid top - natural,109f,"Size:Large,X-Large",1199,479,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW48,DRW48 - Westernwear-Women,womens embroidered casual shirt - cream,109f,"Size:X-Large,XX-Large",1499,599,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW49,DRW49 - Westernwear-Women,solid shirt collar polyester womens top - purple,109f,"Size:Large,Medium,Small,X-Large,XX-Large",1869,1699,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW50,DRW50 - Westernwear-Women,womens mandarin neck printed shirt - black,109f,"Size:Large,Medium,Small,X-Large,XX-Large",1699,679,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW51,DRW51 - Westernwear-Women,womens round neck solid top - blush,109f,Size:X-Large,1499,599,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW52,DRW52 - Westernwear-Women,womens tie up neck floral print top - black,109f,"Size:Large,Medium,Small,X-Large,XX-Large",1599,639,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW53,DRW53 - Westernwear-Women,womens round neck slub embroidered peplum top - grey,109f,"Size:Large,Small,X-Large,XX-Large",1399,559,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW54,DRW54 - Westernwear-Women,solid polyester round neck womens dress - maroon,109f,"Size:Large,Medium,X-Large,XX-Large",2419,2199,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW55,DRW55 - Westernwear-Women,womens tie up neck solid top - carrot,109f,"Size:Large,Medium,Small,X-Small",1699,639,62% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW56,DRW56 - Westernwear-Women,womens collared stripe skater dress - cream,109f,"Size:X-Large,XX-Large",1799,719,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW57,DRW57 - Westernwear-Women,checks rayon mandarin womens dress - black mix,109f,"Size:Large,Medium,Small,X-Large,XX-Large",1759,1599,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW58,DRW58 - Westernwear-Women,womens tie up neck striped top - blue,109f,Size:X-Small,2499,499,80% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW59,DRW59 - Westernwear-Women,womens mandarin collar striped top - black,109f,Size:Small,1599,639,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW60,DRW60 - Westernwear-Women,stripes polyester v neck womens top - black,109f,"Size:Large,Medium,X-Large,XX-Large",1649,1499,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW61,DRW61 - Westernwear-Women,womens round neck lace top - birch,109f,"Size:X-Large,XX-Large",2299,919,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW62,DRW62 - Westernwear-Women,womens round neck embroidered short dress - natural,109f,"Size:Large,Small,X-Large",2859,2599,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW63,DRW63 - Westernwear-Women,womens tie up neck solid top - cream,109f,"Size:Large,Medium,X-Large,XX-Large,XXX-Large",1799,719,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW64,DRW64 - Westernwear-Women,womens tie up neck printed top - navy,109f,Size:X-Large,999,399,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW65,DRW65 - Westernwear-Women,womens printed casual shirt - black,109f,Size:X-Small,1799,719,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW66,DRW66 - Westernwear-Women,womens round neck solid top - green,109f,"Size:Large,X-Large",1399,559,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW67,DRW67 - Westernwear-Women,solid polyester halter neck womens top - fuschia,109f,"Size:Large,Medium,X-Large,XX-Large",1649,1499,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW68,DRW68 - Westernwear-Women,womens notched neck embroidered top - cream,109f,"Size:X-Large,XX-Large,XXX-Large",1699,679,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW69,DRW69 - Westernwear-Women,checks polyester blend collar neck womens casual shirt - black,109f,"Size:Large,Medium,Small,X-Large,XX-Large",1869,1699,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW70,DRW70 - Westernwear-Women,womens round neck self printed top - yellow,109f,"Size:Large,Medium,Small,X-Large,XX-Large",1299,519,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW71,DRW71 - Westernwear-Women,printed round neck rayon womens top - red,109f,"Size:Large,Medium,Small",1649,1499,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW72,DRW72 - Westernwear-Women,womens round neck slub top - yellow,109f,"Size:Large,Medium,Small",1499,599,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW73,DRW73 - Westernwear-Women,womens off shoulder checked top - blue,109f,"Size:Large,X-Large",1649,1499,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW74,DRW74 - Westernwear-Women,womens mandarin collar embroidered top - black,109f,Size:Small,1599,639,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW75,DRW75 - Westernwear-Women,womens round neck printed top - navy,109f,"Size:Large,Medium,Small,X-Small",1429,1299,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW76,DRW76 - Westernwear-Women,womens round neck embroidered top - cream,109f,"Size:Large,Medium,Small,X-Large,XX-Large",1199,479,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW77,DRW77 - Westernwear-Women,printed polyester v neck womens top - print,109f,"Size:Large,Medium,Small,X-Large,XX-Large",1759,1599,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW78,DRW78 - Westernwear-Women,womens v neck solid top - red,109f,Size:Medium,1319,1199,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW79,DRW79 - Westernwear-Women,womens round neck embellished top - birch,109f,"Size:Large,Medium,X-Large,XX-Large",2299,919,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW80,DRW80 - Westernwear-Women,womens solid a-line dress - natural,109f,"Size:Large,Small,X-Large,X-Small,XX-Large",2199,1999,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW81,DRW81 - Westernwear-Women,womens solid jeggings - navy,109f,"Size:Small,X-Small",1899,759,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW82,DRW82 - Westernwear-Women,womens collared check skater dress - blue,109f,Size:Large,2419,2199,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW83,DRW83 - Westernwear-Women,printed polyester blend round neck womens casual shirt - black,109f,"Size:Large,Medium,Small,X-Large,XX-Large",1869,1699,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW84,DRW84 - Westernwear-Women,solid polyester round neck womens top - blue,109f,"Size:Large,Medium,X-Large,XX-Large",1649,1499,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW85,DRW85 - Westernwear-Women,stripes rayon collar neck womens dress - black,109f,"Size:Large,Small",1759,1599,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW86,DRW86 - Westernwear-Women,womens round neck solid top - yellow,109f,Size:X-Large,1499,599,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW87,DRW87 - Westernwear-Women,womens collared check ruffled shirt - navy,109f,Size:Large,1979,1799,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW88,DRW88 - Westernwear-Women,womens solid casual maxi dress - red,109f,"Size:Medium,Small",2799,1119,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW89,DRW89 - Westernwear-Women,womens round neck printed ruffled top - blush,109f,"Size:Medium,Small",1399,559,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW90,DRW90 - Westernwear-Women,womens 5 pocket coated jeans - blue,109f,"Size:Small,X-Small",1999,799,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW91,DRW91 - Westernwear-Women,womens tie up neck floral print a-line dress - birch,109f,"Size:Large,X-Large",1999,799,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW92,DRW92 - Westernwear-Women,checkered shirt collar polyester cotton womens casual shirt - blue,109f,"Size:Large,Medium,Small,X-Large",1869,1699,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW93,DRW93 - Westernwear-Women,womens round neck floral print top - lime green,109f,"Size:Large,Small",1499,599,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW94,DRW94 - Westernwear-Women,printed polyester round neck womens sweatshirt - grey,109f,"Size:Large,Medium,X-Large,XX-Large",2749,2499,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW95,DRW95 - Westernwear-Women,solid cotton high neck womens top - black,109f,"Size:Large,Medium,Small,X-Large,XX-Large",1869,1699,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW96,DRW96 - Westernwear-Women,womens semi square neck solid midi dress - red,109f,Size:Small,2299,919,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW97,DRW97 - Westernwear-Women,womens off shoulder neck solid top - navy,109f,"Size:Medium,X-Small",1499,599,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW98,DRW98 - Westernwear-Women,womens solid casual pants - off white,109f,"Size:Large,XX-Large",1999,599,70% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW99,DRW99 - Westernwear-Women,womens round neck floral print top - grey,109f,Size:X-Small,1299,519,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW100,DRW100 - Westernwear-Women,womens round neck solid top - black,109f,"Size:Large,Medium,Small,X-Large,X-Small",1319,1199,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW101,DRW101 - Westernwear-Women,womens collared checked tunic - green,109f,"Size:Large,Small,X-Large",2199,1999,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW102,DRW102 - Westernwear-Women,womens textured casual top - blue,109f,"Size:Large,Medium,Small,X-Large",1319,1199,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW103,DRW103 - Westernwear-Women,solid rayon round neck womens top - yellow,109f,"Size:Large,X-Large",1649,1499,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW104,DRW104 - Westernwear-Women,womens round neck embroidered top - coral,109f,Size:Small,1399,559,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW105,DRW105 - Westernwear-Women,solid viscose round neck womens regular fit top - yellow,109f,"Size:Large,Medium,Small,X-Large,XX-Large",1429,1299,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW106,DRW106 - Westernwear-Women,womens solid casual shirt - natural,109f,Size:X-Large,1699,679,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW107,DRW107 - Westernwear-Women,womens round neck lace top - birch,109f,Size:Medium,1599,639,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW108,DRW108 - Westernwear-Women,printed round neck rayon womens top - black,109f,"Size:Medium,Small,X-Large",1869,1699,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW109,DRW109 - Westernwear-Women,checks rayon mandarin womens top - black,109f,"Size:X-Large,XX-Large",1869,1699,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW110,DRW110 - Westernwear-Women,solid shirt collar regular fit womens casual shirt - olive,109f,Size:X-Large,1649,1499,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW111,DRW111 - Westernwear-Women,womens round neck solid top - black,109f,Size:X-Small,1299,519,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW112,DRW112 - Westernwear-Women,womens one shoulder solid top - blue,109f,"Size:Small,X-Small",1539,1399,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW113,DRW113 - Westernwear-Women,womens round neck solid embroidered top - white,109f,Size:Small,1399,559,60% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
DRW114,DRW114 - Westernwear-Women,stripes rayon mandarin womens dress - mustard,109f,"Size:Large,Medium,Small,X-Large,XX-Large",2419,2199,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
FW1,FW1 - Fragrance-Women,spiced vanilla man made wash 946 ml,18.21 man made,Nan,6050,5500,10% off,Fragrance-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
AARKE1,AARKE1 - Westernwear-Women,solid sleeveless polyester blend womens jumpsuit - black,aarke,"Size:Large,Medium,Small,X-Small",3190,2900,10% off,Westernwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
AARKE2,AARKE2 - Indianwear-Women,printed chiffon v neck womens short top - dusty pink,aarke,"Size:Large,Medium,X-Large",2530,2300,10% off,Indianwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
AARKE3,AARKE3 - Indianwear-Women,regular fit calf length polyester blend womens fusion wear skirt - rust,aarke,"Size:Large,Medium,Small,X-Large",2090,1900,10% off,Indianwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
AARKE4,AARKE4 - Indianwear-Women,regular fit calf length polyester blend womens fusion wear skirt - green,aarke,"Size:Large,Medium,Small,X-Large",2090,1900,10% off,Indianwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
AARKE5,AARKE5 - Indianwear-Women,printed round neck polyester blend womens dress - blue,aarke,"Size:Large,Medium,Small,X-Small",4290,3900,10% off,Indianwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
AARKE6,AARKE6 - Indianwear-Women,printed polyester blend round neck womens short top - ecru,aarke,"Size:Large,Medium,Small",2090,1900,10% off,Indianwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
AARKE7,AARKE7 - Indianwear-Women,printed polyester blend v neck womens short top - ecru,aarke,"Size:Large,Medium,Small,X-Large",2090,1900,10% off,Indianwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
AARKE8,AARKE8 - Indianwear-Women,printed polyester blend mandarin womens fusion wear kurta - blue,aarke,"Size:Large,Medium,Small,X-Large,X-Small",3740,3400,10% off,Indianwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
AARKE9,AARKE9 - Indianwear-Women,printed square neck rayon blend womens long dress - blue,aarke,"Size:Large,Medium,Small,X-Small",3190,2900,10% off,Indianwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
AARKE10,AARKE10 - Indianwear-Women,embroidered rayon blend round neck womens ethnic set - red,aarke,"Size:Large,Medium,Small,X-Large,XX-Large",6160,5600,10% off,Indianwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
AARKE11,AARKE11 - Indianwear-Women,embroidered rayon blend v neck womens short top - blue,aarke,"Size:Large,Medium,Small,X-Large",2970,2700,10% off,Indianwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
AARKE12,AARKE12 - Indianwear-Women,printed cotton blend round neck womens ethnic set - ecru,aarke,"Size:Large,Medium,Small,X-Small",3850,3500,10% off,Indianwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
AARKE13,AARKE13 - Indianwear-Women,embroidered rayon blend round neck womens ethnic set - blue,aarke,"Size:Large,Medium,Small,X-Small",6490,5900,10% off,Indianwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
AARKE14,AARKE14 - Indianwear-Women,printed rayon blend round neck womens ethnic set - blue,aarke,"Size:Large,Small,X-Large",5170,4700,10% off,Indianwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
AARKE15,AARKE15 - Indianwear-Women,printed cotton blend collar neck womens shirt blouse - ecru,aarke,"Size:Medium,Small,X-Large",1980,1800,10% off,Indianwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
AARKE16,AARKE16 - Indianwear-Women,embroidered v neck rayon blend womens dress - lavender,aarke,"Size:Large,Medium,Small,X-Small",3520,3200,10% off,Indianwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
AARKE17,AARKE17 - Indianwear-Women,printed cotton blend collar neck womens shirt blouse - red,aarke,"Size:Large,Small",1980,1800,10% off,Indianwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
AARKE18,AARKE18 - Indianwear-Women,printed chiffon round neck womens short top - violet,aarke,"Size:Large,Small,X-Large",2640,2400,10% off,Indianwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
AARKE19,AARKE19 - Indianwear-Women,printed v neck rayon blend womens long dress - blue,aarke,"Size:Large,X-Large,X-Small",3190,2900,10% off,Indianwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
AARKE20,AARKE20 - Indianwear-Women,printed polyester blend collar neck womens shirt blouse - blue,aarke,Size:Small,2860,2600,10% off,Indianwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
AARKE21,AARKE21 - Indianwear-Women,printed square neck rayon blend womens long dress - rust,aarke,"Size:Medium,Small,X-Small",3190,2900,10% off,Indianwear-Women,PIM_PRODUCTS,2025-08-29 15:35:19.114
